	Gilbertella_persicariavar.indica_CBS_442.64-.aa	Gilbertella_persicariavar.persicaria_CBS_246.59_Plus.aa
OG0006180	GBNTN_008643-T1	GBNWO_000628-T1
OG0006181	GBNTN_008647-T1	GBNWO_008404-T1
OG0006182	GBNTN_008648-T1	GBNWO_008405-T1
OG0006183	GBNTN_008649-T1	GBNWO_008406-T1
OG0006184	GBNTN_008650-T1	GBNWO_008407-T1
OG0006185	GBNTN_008651-T1	GBNWO_008408-T1
OG0006186	GBNTN_008653-T1	GBNWO_008410-T1
OG0006187	GBNTN_008654-T1	GBNWO_008411-T1
OG0006188	GBNTN_008655-T1	GBNWO_008412-T1
OG0006189	GBNTN_008656-T1	GBNWO_008413-T1
OG0006190	GBNTN_008658-T1	GBNWO_006154-T1
OG0006191	GBNTN_008659-T1	GBNWO_006155-T1
OG0006192	GBNTN_008660-T1	GBNWO_006156-T1
OG0006193	GBNTN_008661-T1	GBNWO_006157-T1
OG0006194	GBNTN_008665-T1	GBNWO_003172-T1
OG0006195	GBNTN_008669-T1	GBNWO_008273-T1
OG0006196	GBNTN_008670-T1	GBNWO_008272-T1
OG0006197	GBNTN_008671-T1	GBNWO_006199-T1
OG0006198	GBNTN_008674-T1	GBNWO_000855-T1
OG0006199	GBNTN_008675-T1	GBNWO_008588-T1
OG0006200	GBNTN_008676-T1	GBNWO_008587-T1
OG0006201	GBNTN_008679-T1	GBNWO_007412-T1
OG0006202	GBNTN_008682-T1	GBNWO_007410-T1
OG0006203	GBNTN_008688-T1	GBNWO_005125-T1
OG0006204	GBNTN_008689-T1	GBNWO_006210-T1
OG0006205	GBNTN_008690-T1	GBNWO_006736-T1
OG0006206	GBNTN_008691-T1	GBNWO_006310-T1
OG0006207	GBNTN_008695-T1	GBNWO_000309-T1
OG0006208	GBNTN_008696-T1	GBNWO_000310-T1
OG0006209	GBNTN_008697-T1	GBNWO_000311-T1
OG0006210	GBNTN_008698-T1	GBNWO_002521-T1
OG0006211	GBNTN_008701-T1	GBNWO_003237-T1
OG0006212	GBNTN_008704-T1	GBNWO_009322-T1
OG0006213	GBNTN_008705-T1	GBNWO_003597-T1
OG0006214	GBNTN_008706-T1	GBNWO_003598-T1
OG0006215	GBNTN_008708-T1	GBNWO_002755-T1
OG0006216	GBNTN_008709-T1	GBNWO_001500-T1
OG0006217	GBNTN_008710-T1	GBNWO_001499-T1
OG0006218	GBNTN_008712-T1	GBNWO_002221-T1
OG0006219	GBNTN_008713-T1	GBNWO_002220-T1
OG0006220	GBNTN_008714-T1	GBNWO_002219-T1
OG0006221	GBNTN_008717-T1	GBNWO_008063-T1
OG0006222	GBNTN_008718-T1	GBNWO_008064-T1
OG0006223	GBNTN_008720-T1	GBNWO_005534-T1
OG0006224	GBNTN_008721-T1	GBNWO_003171-T1
OG0006225	GBNTN_008722-T1	GBNWO_003170-T1
OG0006226	GBNTN_008724-T1	GBNWO_005587-T1
OG0006227	GBNTN_008725-T1	GBNWO_005588-T1
OG0006228	GBNTN_008728-T1	GBNWO_000562-T1
OG0006229	GBNTN_008729-T1	GBNWO_000563-T1
OG0006230	GBNTN_008730-T1	GBNWO_000564-T1
OG0006231	GBNTN_008731-T1	GBNWO_000565-T1
OG0006232	GBNTN_008732-T1	GBNWO_002353-T1
OG0006233	GBNTN_008733-T1	GBNWO_007267-T1
OG0006234	GBNTN_008735-T1	GBNWO_003016-T1
OG0006235	GBNTN_008738-T1	GBNWO_003839-T1
OG0006236	GBNTN_008739-T1	GBNWO_003838-T1
OG0006237	GBNTN_008742-T1	GBNWO_007310-T1
OG0006238	GBNTN_008743-T1	GBNWO_007311-T1
OG0006239	GBNTN_008744-T1	GBNWO_007555-T1
OG0006240	GBNTN_008745-T1	GBNWO_007556-T1
OG0006241	GBNTN_008746-T1	GBNWO_007557-T1
OG0006242	GBNTN_008747-T1	GBNWO_007558-T1
OG0006243	GBNTN_008748-T1	GBNWO_007559-T1
OG0006244	GBNTN_008749-T1	GBNWO_000364-T1
OG0006245	GBNTN_008750-T1	GBNWO_000363-T1
OG0006246	GBNTN_008751-T1	GBNWO_000362-T1
OG0006247	GBNTN_008753-T1	GBNWO_007237-T1
OG0006248	GBNTN_008754-T1	GBNWO_007238-T1
OG0006249	GBNTN_008756-T1	GBNWO_007240-T1
OG0006250	GBNTN_008758-T1	GBNWO_007243-T1
OG0006251	GBNTN_008762-T1	GBNWO_005716-T1
OG0006252	GBNTN_008764-T1	GBNWO_002100-T1
OG0006253	GBNTN_008767-T1	GBNWO_000153-T1
OG0006254	GBNTN_008769-T1	GBNWO_008933-T1
OG0006255	GBNTN_008770-T1	GBNWO_008934-T1
OG0006256	GBNTN_008772-T1	GBNWO_008936-T1
OG0006257	GBNTN_008773-T1	GBNWO_008937-T1
OG0006258	GBNTN_008775-T1	GBNWO_005198-T1
OG0006259	GBNTN_008776-T1	GBNWO_002094-T1
OG0006260	GBNTN_008778-T1	GBNWO_002865-T1
OG0006261	GBNTN_008780-T1	GBNWO_003077-T1
OG0006262	GBNTN_008784-T1	GBNWO_006158-T1
OG0006263	GBNTN_008791-T1	GBNWO_008132-T1
OG0006264	GBNTN_008792-T1	GBNWO_008133-T1
OG0006265	GBNTN_008793-T1	GBNWO_008134-T1
OG0006266	GBNTN_008794-T1	GBNWO_003094-T1
OG0006267	GBNTN_008795-T1	GBNWO_003095-T1
OG0006268	GBNTN_008796-T1	GBNWO_003096-T1
OG0006269	GBNTN_008799-T1	GBNWO_007721-T1
OG0006270	GBNTN_008800-T1	GBNWO_007720-T1
OG0006271	GBNTN_008801-T1	GBNWO_007719-T1
OG0006272	GBNTN_008802-T1	GBNWO_007718-T1
OG0006273	GBNTN_008804-T1	GBNWO_003432-T1
OG0006274	GBNTN_008805-T1	GBNWO_004995-T1
OG0006275	GBNTN_008808-T1	GBNWO_003296-T1
OG0006276	GBNTN_008809-T1	GBNWO_003297-T1
OG0006277	GBNTN_008813-T1	GBNWO_005001-T1
OG0006278	GBNTN_008817-T1	GBNWO_000261-T1
OG0006279	GBNTN_008821-T1	GBNWO_000257-T1
OG0006280	GBNTN_008822-T1	GBNWO_000256-T1
OG0006281	GBNTN_008823-T1	GBNWO_000255-T1
OG0006282	GBNTN_008824-T1	GBNWO_000254-T1
OG0006283	GBNTN_008826-T1	GBNWO_000252-T1
OG0006284	GBNTN_008827-T1	GBNWO_000251-T1
OG0006285	GBNTN_008830-T1	GBNWO_004109-T1
OG0006286	GBNTN_008831-T1	GBNWO_004108-T1
OG0006287	GBNTN_008833-T1	GBNWO_004106-T1
OG0006288	GBNTN_008834-T1	GBNWO_004105-T1
OG0006289	GBNTN_008836-T1	GBNWO_002193-T1
OG0006290	GBNTN_008837-T1	GBNWO_002192-T1
OG0006291	GBNTN_008838-T1	GBNWO_002191-T1
OG0006292	GBNTN_008839-T1	GBNWO_006846-T1
OG0006293	GBNTN_008841-T1	GBNWO_006845-T1
OG0006294	GBNTN_008846-T1	GBNWO_007814-T1
OG0006295	GBNTN_008847-T1	GBNWO_001719-T1
OG0006296	GBNTN_008848-T1	GBNWO_001718-T1
OG0006297	GBNTN_008849-T1	GBNWO_001717-T1
OG0006298	GBNTN_008850-T1	GBNWO_009532-T1
OG0006299	GBNTN_008851-T1	GBNWO_009533-T1
OG0006300	GBNTN_008856-T1	GBNWO_007869-T1
OG0006301	GBNTN_008857-T1	GBNWO_007868-T1
OG0006302	GBNTN_008858-T1	GBNWO_007867-T1
OG0006303	GBNTN_008860-T1	GBNWO_008342-T1
OG0006304	GBNTN_008863-T1	GBNWO_008637-T1
OG0006305	GBNTN_008865-T1	GBNWO_000352-T1
OG0006306	GBNTN_008867-T1	GBNWO_003972-T1
OG0006307	GBNTN_008868-T1	GBNWO_002123-T1
OG0006308	GBNTN_008869-T1	GBNWO_000271-T1
OG0006309	GBNTN_008870-T1	GBNWO_000980-T1
OG0006310	GBNTN_008871-T1	GBNWO_000979-T1
OG0006311	GBNTN_008872-T1	GBNWO_000978-T1
OG0006312	GBNTN_008874-T1	GBNWO_004582-T1
OG0006313	GBNTN_008875-T1	GBNWO_004581-T1
OG0006314	GBNTN_008878-T1	GBNWO_005070-T1
OG0006315	GBNTN_008879-T1	GBNWO_005069-T1
OG0006316	GBNTN_008880-T1	GBNWO_005068-T1
OG0006317	GBNTN_008881-T1	GBNWO_005067-T1
OG0006318	GBNTN_008883-T1	GBNWO_005066-T1
OG0006319	GBNTN_008884-T1	GBNWO_005065-T1
OG0006320	GBNTN_008885-T1	GBNWO_005064-T1
OG0006321	GBNTN_008886-T1	GBNWO_005063-T1
OG0006322	GBNTN_008887-T1	GBNWO_005062-T1
OG0006323	GBNTN_008888-T1	GBNWO_005061-T1
OG0006324	GBNTN_008889-T1	GBNWO_005060-T1
OG0006325	GBNTN_008890-T1	GBNWO_005059-T1
OG0006326	GBNTN_008892-T1	GBNWO_005057-T1
OG0006327	GBNTN_008896-T1	GBNWO_004302-T1
OG0006328	GBNTN_008898-T1	GBNWO_004300-T1
OG0006329	GBNTN_008899-T1	GBNWO_004299-T1
OG0006330	GBNTN_008902-T1	GBNWO_005144-T1
OG0006331	GBNTN_008904-T1	GBNWO_007547-T1
OG0006332	GBNTN_008905-T1	GBNWO_009587-T1
OG0006333	GBNTN_008906-T1	GBNWO_009586-T1
OG0006334	GBNTN_008907-T1	GBNWO_003255-T1
OG0006335	GBNTN_008910-T1	GBNWO_004528-T1
OG0006336	GBNTN_008911-T1	GBNWO_004527-T1
OG0006337	GBNTN_008912-T1	GBNWO_009069-T1
OG0006338	GBNTN_008916-T1	GBNWO_002983-T1
OG0006339	GBNTN_008917-T1	GBNWO_000097-T1
OG0006340	GBNTN_008919-T1	GBNWO_000099-T1
OG0006341	GBNTN_008920-T1	GBNWO_005655-T1
OG0006342	GBNTN_008924-T1	GBNWO_009631-T1
OG0006343	GBNTN_008925-T1	GBNWO_009632-T1
OG0006344	GBNTN_008926-T1	GBNWO_008466-T1
OG0006345	GBNTN_008930-T1	GBNWO_000520-T1
OG0006346	GBNTN_008931-T1	GBNWO_000521-T1
OG0006347	GBNTN_008933-T1	GBNWO_002409-T1
OG0006348	GBNTN_008935-T1	GBNWO_008717-T1
OG0006349	GBNTN_008936-T1	GBNWO_008718-T1
OG0006350	GBNTN_008937-T1	GBNWO_008719-T1
OG0006351	GBNTN_008939-T1	GBNWO_008721-T1
OG0006352	GBNTN_008940-T1	GBNWO_005548-T1
OG0006353	GBNTN_008942-T1	GBNWO_005547-T1
OG0006354	GBNTN_008943-T1	GBNWO_005546-T1
OG0006355	GBNTN_008944-T1	GBNWO_005544-T1
OG0006356	GBNTN_008945-T1	GBNWO_005543-T1
OG0006357	GBNTN_008946-T1	GBNWO_005542-T1
OG0006358	GBNTN_008948-T1	GBNWO_005541-T1
OG0006359	GBNTN_008949-T1	GBNWO_005540-T1
OG0006360	GBNTN_008951-T1	GBNWO_005538-T1
OG0006361	GBNTN_008952-T1	GBNWO_005537-T1
OG0006362	GBNTN_008956-T1	GBNWO_002992-T1
OG0006363	GBNTN_008959-T1	GBNWO_002491-T1
OG0006364	GBNTN_008961-T1	GBNWO_000039-T1
OG0006365	GBNTN_008965-T1	GBNWO_002206-T1
OG0006366	GBNTN_008967-T1	GBNWO_008323-T1
OG0006367	GBNTN_008968-T1	GBNWO_008322-T1
OG0006368	GBNTN_008969-T1	GBNWO_008321-T1
OG0006369	GBNTN_008970-T1	GBNWO_008320-T1
OG0006370	GBNTN_008971-T1	GBNWO_008319-T1
OG0006371	GBNTN_008973-T1	GBNWO_000595-T1
OG0006372	GBNTN_008974-T1	GBNWO_000594-T1
OG0006373	GBNTN_008977-T1	GBNWO_000330-T1
OG0006374	GBNTN_008979-T1	GBNWO_000329-T1
OG0006375	GBNTN_008980-T1	GBNWO_002437-T1
OG0006376	GBNTN_008981-T1	GBNWO_002436-T1
OG0006377	GBNTN_008984-T1	GBNWO_006116-T1
OG0006378	GBNTN_008991-T1	GBNWO_009257-T1
OG0006379	GBNTN_008992-T1	GBNWO_009256-T1
OG0006380	GBNTN_008997-T1	GBNWO_007676-T1
OG0006381	GBNTN_008998-T1	GBNWO_007675-T1
OG0006382	GBNTN_008999-T1	GBNWO_007674-T1
OG0006383	GBNTN_009000-T1	GBNWO_007673-T1
OG0006384	GBNTN_009001-T1	GBNWO_007672-T1
OG0006385	GBNTN_009002-T1	GBNWO_002224-T1
OG0006386	GBNTN_009003-T1	GBNWO_002223-T1
OG0006387	GBNTN_009004-T1	GBNWO_008371-T1
OG0006388	GBNTN_009005-T1	GBNWO_008370-T1
OG0006389	GBNTN_009006-T1	GBNWO_008369-T1
OG0006390	GBNTN_009007-T1	GBNWO_008368-T1
OG0006391	GBNTN_009008-T1	GBNWO_008367-T1
OG0006392	GBNTN_009009-T1	GBNWO_008366-T1
OG0006393	GBNTN_009011-T1	GBNWO_004052-T1
OG0006394	GBNTN_009012-T1	GBNWO_004051-T1
OG0006395	GBNTN_009013-T1	GBNWO_004050-T1
OG0006396	GBNTN_009015-T1	GBNWO_004048-T1
OG0006397	GBNTN_009017-T1	GBNWO_004045-T1
OG0006398	GBNTN_009018-T1	GBNWO_002600-T1
OG0006399	GBNTN_009020-T1	GBNWO_002602-T1
OG0006400	GBNTN_009021-T1	GBNWO_002603-T1
OG0006401	GBNTN_009023-T1	GBNWO_000932-T1
OG0006402	GBNTN_009024-T1	GBNWO_000931-T1
OG0006403	GBNTN_009026-T1	GBNWO_003111-T1
OG0006404	GBNTN_009030-T1	GBNWO_000269-T1
OG0006405	GBNTN_009034-T1	GBNWO_008139-T1
OG0006406	GBNTN_009035-T1	GBNWO_008140-T1
OG0006407	GBNTN_009037-T1	GBNWO_009392-T1
OG0006408	GBNTN_009038-T1	GBNWO_000801-T1
OG0006409	GBNTN_009041-T1	GBNWO_002922-T1
OG0006410	GBNTN_009042-T1	GBNWO_002923-T1
OG0006411	GBNTN_009043-T1	GBNWO_002924-T1
OG0006412	GBNTN_009044-T1	GBNWO_001878-T1
OG0006413	GBNTN_009046-T1	GBNWO_002167-T1
OG0006414	GBNTN_009047-T1	GBNWO_002166-T1
OG0006415	GBNTN_009048-T1	GBNWO_002165-T1
OG0006416	GBNTN_009049-T1	GBNWO_002164-T1
OG0006417	GBNTN_009050-T1	GBNWO_002163-T1
OG0006418	GBNTN_009051-T1	GBNWO_002162-T1
OG0006419	GBNTN_009052-T1	GBNWO_002161-T1
OG0006420	GBNTN_009056-T1	GBNWO_000001-T1
OG0006421	GBNTN_009057-T1	GBNWO_000616-T1
OG0006422	GBNTN_009058-T1	GBNWO_000615-T1
OG0006423	GBNTN_009059-T1	GBNWO_000614-T1
OG0006424	GBNTN_009061-T1	GBNWO_000611-T1
OG0006425	GBNTN_009062-T1	GBNWO_000610-T1
OG0006426	GBNTN_009063-T1	GBNWO_000609-T1
OG0006427	GBNTN_009065-T1	GBNWO_000607-T1
OG0006428	GBNTN_009066-T1	GBNWO_000606-T1
OG0006429	GBNTN_009073-T1	GBNWO_001037-T1
OG0006430	GBNTN_009074-T1	GBNWO_009258-T1
OG0006431	GBNTN_009076-T1	GBNWO_009259-T1
OG0006432	GBNTN_009077-T1	GBNWO_009260-T1
OG0006433	GBNTN_009080-T1	GBNWO_003907-T1
OG0006434	GBNTN_009083-T1	GBNWO_003324-T1
OG0006435	GBNTN_009089-T1	GBNWO_000403-T1
OG0006436	GBNTN_009090-T1	GBNWO_000402-T1
OG0006437	GBNTN_009095-T1	GBNWO_004540-T1
OG0006438	GBNTN_009097-T1	GBNWO_003846-T1
OG0006439	GBNTN_009098-T1	GBNWO_003847-T1
OG0006440	GBNTN_009099-T1	GBNWO_003848-T1
OG0006441	GBNTN_009103-T1	GBNWO_006870-T1
OG0006442	GBNTN_009104-T1	GBNWO_006871-T1
OG0006443	GBNTN_009105-T1	GBNWO_006872-T1
OG0006444	GBNTN_009106-T1	GBNWO_006873-T1
OG0006445	GBNTN_009108-T1	GBNWO_002713-T1
OG0006446	GBNTN_009109-T1	GBNWO_002714-T1
OG0006447	GBNTN_009110-T1	GBNWO_002715-T1
OG0006448	GBNTN_009111-T1	GBNWO_002716-T1
OG0006449	GBNTN_009112-T1	GBNWO_002717-T1
OG0006450	GBNTN_009113-T1	GBNWO_002718-T1
OG0006451	GBNTN_009114-T1	GBNWO_002719-T1
OG0006452	GBNTN_009115-T1	GBNWO_002720-T1
OG0006453	GBNTN_009116-T1	GBNWO_002721-T1
OG0006454	GBNTN_009118-T1	GBNWO_002722-T1
OG0006455	GBNTN_009119-T1	GBNWO_001511-T1
OG0006456	GBNTN_009120-T1	GBNWO_001510-T1
OG0006457	GBNTN_009121-T1	GBNWO_002562-T1
OG0006458	GBNTN_009124-T1	GBNWO_002762-T1
OG0006459	GBNTN_009126-T1	GBNWO_000680-T1
OG0006460	GBNTN_009129-T1	GBNWO_003207-T1
OG0006461	GBNTN_009131-T1	GBNWO_000004-T1
OG0006462	GBNTN_009132-T1	GBNWO_000005-T1
OG0006463	GBNTN_009134-T1	GBNWO_005352-T1
OG0006464	GBNTN_009135-T1	GBNWO_005353-T1
OG0006465	GBNTN_009136-T1	GBNWO_005354-T1
OG0006466	GBNTN_009138-T1	GBNWO_005733-T1
OG0006467	GBNTN_009139-T1	GBNWO_005734-T1
OG0006468	GBNTN_009140-T1	GBNWO_005735-T1
OG0006469	GBNTN_009142-T1	GBNWO_000769-T1
OG0006470	GBNTN_009144-T1	GBNWO_008818-T1
OG0006471	GBNTN_009146-T1	GBNWO_002179-T1
OG0006472	GBNTN_009147-T1	GBNWO_002178-T1
OG0006473	GBNTN_009150-T1	GBNWO_008988-T1
OG0006474	GBNTN_009152-T1	GBNWO_007588-T1
OG0006475	GBNTN_009154-T1	GBNWO_007590-T1
OG0006476	GBNTN_009155-T1	GBNWO_007591-T1
OG0006477	GBNTN_009156-T1	GBNWO_007592-T1
OG0006478	GBNTN_009157-T1	GBNWO_007593-T1
OG0006479	GBNTN_009158-T1	GBNWO_007595-T1
OG0006480	GBNTN_009159-T1	GBNWO_007596-T1
OG0006481	GBNTN_009160-T1	GBNWO_007597-T1
OG0006482	GBNTN_009161-T1	GBNWO_007598-T1
OG0006483	GBNTN_009162-T1	GBNWO_007599-T1
OG0006484	GBNTN_009163-T1	GBNWO_007600-T1
OG0006485	GBNTN_009166-T1	GBNWO_004232-T1
OG0006486	GBNTN_009170-T1	GBNWO_004226-T1
OG0006487	GBNTN_009173-T1	GBNWO_004221-T1
OG0006488	GBNTN_009175-T1	GBNWO_004219-T1
OG0006489	GBNTN_009176-T1	GBNWO_001157-T1
OG0006490	GBNTN_009177-T1	GBNWO_001158-T1
OG0006491	GBNTN_009179-T1	GBNWO_001160-T1
OG0006492	GBNTN_009181-T1	GBNWO_001161-T1
OG0006493	GBNTN_009182-T1	GBNWO_001162-T1
OG0006494	GBNTN_009183-T1	GBNWO_001163-T1
OG0006495	GBNTN_009184-T1	GBNWO_001164-T1
OG0006496	GBNTN_009186-T1	GBNWO_001166-T1
OG0006497	GBNTN_009187-T1	GBNWO_004829-T1
OG0006498	GBNTN_009190-T1	GBNWO_000621-T1
OG0006499	GBNTN_009191-T1	GBNWO_000620-T1
OG0006500	GBNTN_009192-T1	GBNWO_003025-T1
OG0006501	GBNTN_009193-T1	GBNWO_003024-T1
OG0006502	GBNTN_009195-T1	GBNWO_005641-T1
OG0006503	GBNTN_009196-T1	GBNWO_002931-T1
OG0006504	GBNTN_009197-T1	GBNWO_002930-T1
OG0006505	GBNTN_009198-T1	GBNWO_002929-T1
OG0006506	GBNTN_009199-T1	GBNWO_005441-T1
OG0006507	GBNTN_009200-T1	GBNWO_004793-T1
OG0006508	GBNTN_009201-T1	GBNWO_000657-T1
OG0006509	GBNTN_009205-T1	GBNWO_002936-T1
OG0006510	GBNTN_009206-T1	GBNWO_004452-T1
OG0006511	GBNTN_009207-T1	GBNWO_004451-T1
OG0006512	GBNTN_009210-T1	GBNWO_004448-T1
OG0006513	GBNTN_009212-T1	GBNWO_007323-T1
OG0006514	GBNTN_009215-T1	GBNWO_000539-T1
OG0006515	GBNTN_009217-T1	GBNWO_000540-T1
OG0006516	GBNTN_009218-T1	GBNWO_003051-T1
OG0006517	GBNTN_009219-T1	GBNWO_003052-T1
OG0006518	GBNTN_009220-T1	GBNWO_003529-T1
OG0006519	GBNTN_009221-T1	GBNWO_003530-T1
OG0006520	GBNTN_009222-T1	GBNWO_001966-T1
OG0006521	GBNTN_009223-T1	GBNWO_001965-T1
OG0006522	GBNTN_009224-T1	GBNWO_006471-T1
OG0006523	GBNTN_009225-T1	GBNWO_006472-T1
OG0006524	GBNTN_009227-T1	GBNWO_001950-T1
OG0006525	GBNTN_009229-T1	GBNWO_001951-T1
OG0006526	GBNTN_009230-T1	GBNWO_002156-T1
OG0006527	GBNTN_009231-T1	GBNWO_000591-T1
OG0006528	GBNTN_009234-T1	GBNWO_002231-T1
OG0006529	GBNTN_009237-T1	GBNWO_002434-T1
OG0006530	GBNTN_009238-T1	GBNWO_004600-T1
OG0006531	GBNTN_009247-T1	GBNWO_005801-T1
OG0006532	GBNTN_009248-T1	GBNWO_005802-T1
OG0006533	GBNTN_009249-T1	GBNWO_005803-T1
OG0006534	GBNTN_009250-T1	GBNWO_005804-T1
OG0006535	GBNTN_009252-T1	GBNWO_005805-T1
OG0006536	GBNTN_009253-T1	GBNWO_005806-T1
OG0006537	GBNTN_009256-T1	GBNWO_004305-T1
OG0006538	GBNTN_009259-T1	GBNWO_003543-T1
OG0006539	GBNTN_009260-T1	GBNWO_003544-T1
OG0006540	GBNTN_009261-T1	GBNWO_008089-T1
OG0006541	GBNTN_009262-T1	GBNWO_008088-T1
OG0006542	GBNTN_009263-T1	GBNWO_008087-T1
OG0006543	GBNTN_009264-T1	GBNWO_008086-T1
OG0006544	GBNTN_009265-T1	GBNWO_008085-T1
OG0006545	GBNTN_009273-T1	GBNWO_009082-T1
OG0006546	GBNTN_009275-T1	GBNWO_009084-T1
OG0006547	GBNTN_009278-T1	GBNWO_000858-T1
OG0006548	GBNTN_009279-T1	GBNWO_000857-T1
OG0006549	GBNTN_009280-T1	GBNWO_000856-T1
OG0006550	GBNTN_009281-T1	GBNWO_009077-T1
OG0006551	GBNTN_009284-T1	GBNWO_003528-T1
OG0006552	GBNTN_009287-T1	GBNWO_006425-T1
OG0006553	GBNTN_009288-T1	GBNWO_006424-T1
OG0006554	GBNTN_009289-T1	GBNWO_006423-T1
OG0006555	GBNTN_009290-T1	GBNWO_006422-T1
OG0006556	GBNTN_009291-T1	GBNWO_006421-T1
OG0006557	GBNTN_009292-T1	GBNWO_006420-T1
OG0006558	GBNTN_009295-T1	GBNWO_001834-T1
OG0006559	GBNTN_009297-T1	GBNWO_001832-T1
OG0006560	GBNTN_009300-T1	GBNWO_001828-T1
OG0006561	GBNTN_009301-T1	GBNWO_001827-T1
OG0006562	GBNTN_009303-T1	GBNWO_005650-T1
OG0006563	GBNTN_009304-T1	GBNWO_001422-T1
OG0006564	GBNTN_009312-T1	GBNWO_006427-T1
OG0006565	GBNTN_009313-T1	GBNWO_006426-T1
OG0006566	GBNTN_009320-T1	GBNWO_002010-T1
OG0006567	GBNTN_009323-T1	GBNWO_009451-T1
OG0006568	GBNTN_009324-T1	GBNWO_009450-T1
OG0006569	GBNTN_009325-T1	GBNWO_009448-T1
OG0006570	GBNTN_009327-T1	GBNWO_009446-T1
OG0006571	GBNTN_009328-T1	GBNWO_009445-T1
OG0006572	GBNTN_009329-T1	GBNWO_009444-T1
OG0006573	GBNTN_009331-T1	GBNWO_006531-T1
OG0006574	GBNTN_009333-T1	GBNWO_006529-T1
OG0006575	GBNTN_009334-T1	GBNWO_006528-T1
OG0006576	GBNTN_009335-T1	GBNWO_006527-T1
OG0006577	GBNTN_009336-T1	GBNWO_006526-T1
OG0006578	GBNTN_009337-T1	GBNWO_006525-T1
OG0006579	GBNTN_009341-T1	GBNWO_002343-T1
OG0006580	GBNTN_009342-T1	GBNWO_002342-T1
OG0006581	GBNTN_009343-T1	GBNWO_002341-T1
OG0006582	GBNTN_009344-T1	GBNWO_002340-T1
OG0006583	GBNTN_009345-T1	GBNWO_002339-T1
OG0006584	GBNTN_009346-T1	GBNWO_002338-T1
OG0006585	GBNTN_009358-T1	GBNWO_002398-T1
OG0006586	GBNTN_009367-T1	GBNWO_001306-T1
OG0006587	GBNTN_009368-T1	GBNWO_007568-T1
OG0006588	GBNTN_009369-T1	GBNWO_007569-T1
OG0006589	GBNTN_009370-T1	GBNWO_007570-T1
OG0006590	GBNTN_009371-T1	GBNWO_006099-T1
OG0006591	GBNTN_009372-T1	GBNWO_006941-T1
OG0006592	GBNTN_009373-T1	GBNWO_006940-T1
OG0006593	GBNTN_009374-T1	GBNWO_007988-T1
OG0006594	GBNTN_009375-T1	GBNWO_007989-T1
OG0006595	GBNTN_009377-T1	GBNWO_000279-T1
OG0006596	GBNTN_009378-T1	GBNWO_000280-T1
OG0006597	GBNTN_009379-T1	GBNWO_000281-T1
OG0006598	GBNTN_009382-T1	GBNWO_009100-T1
OG0006599	GBNTN_009384-T1	GBNWO_000283-T1
OG0006600	GBNTN_009385-T1	GBNWO_000284-T1
OG0006601	GBNTN_009386-T1	GBNWO_000285-T1
OG0006602	GBNTN_009387-T1	GBNWO_001245-T1
OG0006603	GBNTN_009388-T1	GBNWO_001246-T1
OG0006604	GBNTN_009389-T1	GBNWO_001247-T1
OG0006605	GBNTN_009391-T1	GBNWO_001368-T1
OG0006606	GBNTN_009392-T1	GBNWO_001367-T1
OG0006607	GBNTN_009396-T1	GBNWO_001599-T1
OG0006608	GBNTN_009398-T1	GBNWO_001601-T1
OG0006609	GBNTN_009401-T1	GBNWO_002784-T1
OG0006610	GBNTN_009406-T1	GBNWO_006264-T1
OG0006611	GBNTN_009410-T1	GBNWO_009102-T1
OG0006612	GBNTN_009418-T1	GBNWO_000042-T1
OG0006613	GBNTN_009419-T1	GBNWO_000043-T1
OG0006614	GBNTN_009420-T1	GBNWO_000044-T1
OG0006615	GBNTN_009422-T1	GBNWO_000046-T1
OG0006616	GBNTN_009423-T1	GBNWO_000047-T1
OG0006617	GBNTN_009424-T1	GBNWO_000048-T1
OG0006618	GBNTN_009426-T1	GBNWO_000050-T1
OG0006619	GBNTN_009427-T1	GBNWO_000051-T1
OG0006620	GBNTN_009429-T1	GBNWO_000052-T1
OG0006621	GBNTN_009431-T1	GBNWO_000054-T1
OG0006622	GBNTN_009434-T1	GBNWO_000057-T1
OG0006623	GBNTN_009437-T1	GBNWO_003927-T1
OG0006624	GBNTN_009442-T1	GBNWO_005503-T1
OG0006625	GBNTN_009447-T1	GBNWO_009340-T1
OG0006626	GBNTN_009448-T1	GBNWO_003504-T1
OG0006627	GBNTN_009449-T1	GBNWO_005966-T1
OG0006628	GBNTN_009450-T1	GBNWO_005965-T1
OG0006629	GBNTN_009451-T1	GBNWO_005964-T1
OG0006630	GBNTN_009454-T1	GBNWO_005961-T1
OG0006631	GBNTN_009455-T1	GBNWO_005960-T1
OG0006632	GBNTN_009456-T1	GBNWO_005959-T1
OG0006633	GBNTN_009458-T1	GBNWO_008905-T1
OG0006634	GBNTN_009463-T1	GBNWO_005359-T1
OG0006635	GBNTN_009464-T1	GBNWO_005358-T1
OG0006636	GBNTN_009466-T1	GBNWO_005356-T1
OG0006637	GBNTN_009469-T1	GBNWO_001574-T1
OG0006638	GBNTN_009475-T1	GBNWO_003178-T1
OG0006639	GBNTN_009477-T1	GBNWO_004277-T1
OG0006640	GBNTN_009478-T1	GBNWO_006957-T1
OG0006641	GBNTN_009479-T1	GBNWO_004098-T1
OG0006642	GBNTN_009480-T1	GBNWO_002477-T1
OG0006643	GBNTN_009481-T1	GBNWO_002478-T1
